CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8,grid
-78,-83,-62,-90,-69,-69,-71,-94,B00
-79,-85,-64,-88,-67,-68,-72,-93,B00
-80,-85,-64,-88,-67,-69,-72,-84,B00
-79,-84,-61,-91,-69,-70,-71,-94,B00
-79,-84,-61,-91,-69,-70,-71,-94,B00
-78,-83,-63,-92,-67,-68,-71,-93,B00
-80,-85,-64,-92,-66,-68,-72,-92,B00
-78,-87,-64,-91,-66,-69,-69,-91,B00
-78,-87,-64,-91,-66,-69,-69,-91,B00
-79,-84,-64,-90,-66,-69,-73,-93,B00
-78,-84,-64,-91,-66,-69,-72,-95,B00
-78,-85,-63,-90,-67,-69,-73,-92,B00
-78,-84,-64,-93,-67,-68,-72,-93,B00
-77,-83,-63,-90,-66,-69,-72,-94,B00
-77,-83,-63,-90,-66,-69,-72,-94,B00
-79,-84,-64,-88,-66,-68,-72,-90,B00
-79,-85,-64,-86,-65,-68,-72,-93,B00
-78,-84,-61,-87,-66,-68,-73,-87,B00
-78,-84,-63,-88,-64,-71,-72,-90,B00
-78,-84,-63,-88,-64,-71,-72,-90,B00
-77,-84,-65,-88,-64,-69,-68,-93,B00
-79,-85,-63,-86,-65,-67,-73,-93,B00
-78,-82,-64,-90,-67,-68,-71,-92,B00
-76,-87,-63,-90,-66,-68,-72,-91,B00
-76,-87,-63,-90,-66,-68,-72,-91,B00
-76,-83,-65,-90,-64,-69,-73,-93,B00
-74,-76,-66,-82,-62,-60,-65,-88,B01
-74,-76,-66,-82,-62,-60,-65,-88,B01
-72,-78,-66,-81,-62,-59,-65,-88,B01
-72,-76,-66,-81,-62,-57,-64,-87,B01
-75,-77,-66,-81,-60,-60,-65,-89,B01
-74,-77,-67,-81,-62,-61,-64,-87,B01
-75,-76,-66,-81,-62,-61,-64,-90,B01
-75,-76,-66,-81,-62,-61,-64,-90,B01
-73,-76,-66,-82,-62,-60,-63,-87,B01
-72,-76,-66,-81,-62,-60,-64,-90,B01
-72,-77,-67,-81,-63,-62,-65,-89,B01
-71,-76,-66,-82,-62,-61,-64,-88,B01
-71,-76,-66,-82,-62,-61,-64,-88,B01
-71,-77,-67,-80,-63,-61,-63,-90,B01
-73,-76,-70,-80,-62,-61,-63,-87,B01
-74,-79,-68,-82,-62,-59,-65,-85,B01
-72,-85,-65,-85,-61,-58,-63,-90,B01
-72,-85,-65,-85,-61,-58,-63,-90,B01
-72,-79,-73,-81,-63,-60,-65,-88,B01
-72,-75,-68,-82,-62,-60,-70,-87,B01
-69,-80,-70,-81,-63,-59,-67,-89,B01
-69,-80,-70,-81,-63,-59,-67,-89,B01
-71,-74,-67,-81,-66,-60,-64,-86,B01
-71,-74,-67,-81,-66,-60,-64,-86,B01
-72,-76,-65,-81,-62,-58,-64,-89,B01
-73,-75,-66,-81,-59,-60,-72,-87,B01
-70,-74,-65,-85,-62,-60,-65,-87,B01
-70,-74,-65,-85,-62,-60,-65,-87,B01
-72,-76,-72,-88,-62,-61,-63,-86,B01
-71,-75,-65,-84,-63,-59,-63,-88,B01
-72,-74,-66,-84,-62,-60,-65,-87,B01
-72,-77,-66,-83,-60,-59,-63,-87,B01
-72,-77,-66,-83,-60,-59,-63,-87,B01
-72,-75,-65,-85,-62,-60,-63,-88,B01
-72,-76,-66,-84,-62,-60,-64,-89,B01
-72,-75,-66,-84,-63,-61,-63,-86,B01
-72,-75,-66,-84,-63,-61,-63,-86,B01
-72,-75,-65,-84,-62,-60,-62,-89,B01
-75,-76,-66,-82,-62,-60,-62,-87,B01
-75,-75,-66,-83,-60,-59,-63,-89,B01
-72,-77,-65,-83,-61,-57,-65,-88,B01
-72,-77,-65,-83,-61,-57,-65,-88,B01
-72,-76,-67,-82,-63,-60,-65,-89,B01
-71,-76,-64,-83,-64,-60,-66,-88,B01
-72,-77,-69,-80,-62,-59,-63,-88,B01
-72,-77,-69,-80,-62,-59,-63,-88,B01
-72,-77,-70,-80,-61,-53,-64,-90,B01
-74,-76,-68,-81,-61,-60,-62,-88,B01
-74,-76,-67,-82,-62,-60,-72,-85,B01
-76,-79,-66,-81,-61,-60,-65,-88,B01
-76,-79,-66,-81,-61,-60,-65,-88,B01
-74,-79,-68,-81,-61,-60,-64,-87,B01
-75,-75,-65,-84,-62,-60,-61,-87,B01
-75,-82,-66,-82,-62,-60,-65,-89,B01
-75,-82,-66,-82,-62,-60,-65,-89,B01
-72,-74,-66,-80,-62,-60,-63,-87,B01
-72,-75,-66,-81,-66,-66,-63,-87,B01
-74,-75,-66,-81,-63,-59,-63,-88,B01
-68,-76,-58,-95,-66,-67,-62,-79,B02
-71,-75,-61,-95,-66,-66,-72,-81,B02
-69,-77,-60,-92,-66,-67,-61,-80,B02
-69,-77,-60,-92,-66,-67,-61,-80,B02
-72,-78,-68,-89,-64,-69,-64,-80,B02
-72,-74,-61,-89,-64,-69,-60,-79,B02
-68,-75,-62,-92,-66,-68,-62,-78,B02
-68,-75,-62,-92,-66,-68,-62,-78,B02
-71,-80,-61,-93,-66,-80,-59,-79,B02
-71,-75,-58,-94,-64,-69,-61,-80,B02
-68,-75,-60,-89,-64,-69,-60,-78,B02
-68,-75,-60,-89,-64,-69,-60,-78,B02
-67,-75,-60,-93,-66,-69,-65,-78,B02
-70,-73,-61,-93,-65,-68,-62,-79,B02
-70,-74,-61,-94,-65,-69,-63,-80,B02
-69,-75,-61,-93,-65,-69,-59,-79,B02
-69,-75,-61,-93,-65,-69,-59,-79,B02
-69,-75,-58,-95,-64,-69,-61,-79,B02
-69,-75,-58,-95,-64,-69,-61,-79,B02
-71,-74,-61,-95,-64,-69,-61,-79,B02
-68,-75,-61,-92,-65,-70,-58,-78,B02
-70,-74,-60,-94,-73,-69,-60,-77,B02
-70,-74,-60,-94,-73,-69,-60,-77,B02
-70,-74,-61,-90,-65,-68,-60,-79,B02
-70,-74,-62,-90,-65,-73,-61,-77,B02
-69,-74,-62,-93,-68,-68,-60,-78,B02
-69,-74,-62,-93,-68,-68,-60,-78,B02
-70,-80,-63,-89,-64,-69,-59,-79,B02
-71,-74,-62,-94,-66,-69,-62,-77,B02
-70,-74,-62,-94,-66,-68,-61,-77,B02
-69,-75,-62,-91,-65,-69,-61,-79,B02
-69,-75,-62,-91,-65,-69,-61,-79,B02
-69,-75,-63,-93,-64,-70,-61,-79,B02
-69,-76,-63,-91,-66,-70,-62,-80,B02
-69,-77,-61,-92,-65,-69,-61,-79,B02
-70,-75,-61,-94,-64,-69,-60,-78,B02
-70,-75,-61,-94,-64,-69,-60,-78,B02
-70,-74,-62,-88,-64,-69,-61,-78,B02
-70,-76,-68,-94,-62,-79,-62,-79,B02
-70,-75,-60,-92,-64,-70,-61,-78,B02
-70,-75,-60,-92,-64,-70,-61,-78,B02
-68,-75,-61,-93,-65,-70,-61,-78,B02
-70,-75,-61,-91,-64,-69,-61,-79,B02
-69,-75,-61,-97,-64,-68,-59,-78,B02
-69,-75,-62,-93,-64,-69,-61,-77,B02
-71,-76,-61,-86,-66,-67,-62,-79,B02
-71,-77,-60,-90,-65,-67,-61,-78,B02
-71,-77,-60,-90,-65,-67,-61,-78,B02
-71,-75,-62,-90,-66,-67,-61,-79,B02
-71,-75,-62,-90,-66,-67,-61,-79,B02
-72,-77,-59,-92,-62,-69,-62,-78,B02
-71,-74,-61,-86,-65,-68,-58,-78,B02
-70,-75,-61,-89,-63,-68,-62,-79,B02
-70,-75,-61,-89,-63,-68,-62,-79,B02
-70,-74,-63,-94,-65,-69,-62,-80,B02
-66,-85,-60,-89,-76,-72,-56,-85,B03
-67,-83,-59,-89,-76,-78,-56,-78,B03
-67,-88,-60,-89,-74,-73,-56,-78,B03
-67,-88,-60,-89,-74,-73,-56,-78,B03
-66,-83,-63,-92,-75,-72,-56,-78,B03
-67,-82,-60,-91,-77,-74,-56,-78,B03
-68,-83,-60,-92,-78,-74,-57,-78,B03
-68,-83,-60,-92,-78,-74,-57,-78,B03
-66,-83,-59,-92,-73,-79,-58,-81,B03
-66,-82,-59,-93,-74,-73,-64,-81,B03
-66,-81,-63,-91,-75,-71,-56,-81,B03
-66,-81,-63,-91,-75,-71,-56,-81,B03
-66,-83,-59,-88,-72,-73,-56,-78,B03
-67,-83,-60,-89,-74,-79,-59,-79,B03
-67,-83,-60,-88,-74,-68,-58,-79,B03
-67,-87,-59,-87,-76,-72,-58,-78,B03
-68,-86,-60,-88,-74,-79,-58,-79,B03
-67,-86,-60,-86,-72,-79,-58,-79,B03
-67,-85,-60,-88,-77,-71,-58,-78,B03
-67,-85,-60,-88,-77,-71,-58,-78,B03
-66,-84,-72,-89,-74,-79,-58,-77,B03
-66,-84,-59,-84,-73,-72,-58,-78,B03
-68,-84,-59,-90,-70,-71,-55,-78,B03
-68,-84,-59,-90,-70,-71,-55,-78,B03
-68,-79,-59,-88,-79,-71,-58,-78,B03
-68,-80,-60,-87,-76,-78,-58,-78,B03
-67,-81,-61,-86,-73,-70,-57,-77,B03
-67,-81,-61,-86,-73,-70,-57,-77,B03
-69,-77,-59,-91,-74,-71,-57,-79,B03
-69,-82,-60,-89,-75,-70,-59,-79,B03
-68,-82,-60,-87,-72,-82,-58,-79,B03
-68,-82,-60,-87,-72,-82,-58,-79,B03
-68,-80,-62,-90,-73,-69,-57,-79,B03
-69,-83,-59,-88,-74,-70,-59,-78,B03
-67,-82,-60,-89,-73,-71,-59,-78,B03
-67,-83,-61,-89,-74,-72,-59,-78,B03
-67,-83,-61,-89,-74,-72,-59,-78,B03
-66,-81,-61,-91,-72,-71,-58,-79,B03
-68,-85,-60,-88,-73,-71,-61,-79,B03
-66,-82,-60,-90,-75,-71,-59,-78,B03
-66,-83,-60,-88,-74,-71,-59,-78,B03
-66,-83,-60,-88,-74,-71,-59,-78,B03
-68,-82,-62,-89,-72,-73,-57,-79,B03
-69,-82,-61,-91,-73,-73,-60,-78,B03
-67,-83,-59,-88,-77,-73,-59,-79,B03
-67,-83,-59,-88,-77,-73,-59,-79,B03
-69,-82,-60,-87,-71,-73,-58,-78,B03
-68,-86,-59,-87,-77,-73,-58,-77,B03
-66,-86,-59,-88,-76,-69,-58,-77,B03
-69,-82,-59,-89,-73,-73,-56,-79,B03
-69,-82,-59,-89,-73,-73,-56,-79,B03
-67,-84,-57,-84,-78,-73,-58,-81,B03
-67,-84,-57,-84,-78,-73,-58,-81,B03
-67,-83,-59,-87,-76,-74,-58,-79,B03
-67,-85,-60,-88,-73,-71,-58,-81,B03
-67,-83,-59,-89,-75,-72,-58,-77,B03
-67,-85,-58,-92,-68,-80,-59,-81,B03
-73,-76,-58,-79,-75,-73,-71,-87,B04
-73,-76,-58,-79,-75,-73,-71,-87,B04
-73,-73,-57,-77,-73,-76,-70,-87,B04
-73,-73,-57,-77,-73,-76,-70,-87,B04
-72,-76,-58,-79,-71,-77,-72,-87,B04
-72,-76,-58,-77,-76,-76,-73,-87,B04
-72,-75,-58,-79,-69,-76,-72,-86,B04
-73,-74,-58,-78,-71,-75,-72,-87,B04
-73,-74,-58,-78,-71,-75,-72,-87,B04
-72,-76,-57,-77,-72,-75,-71,-87,B04
-72,-76,-58,-79,-73,-78,-65,-86,B04
-70,-76,-58,-79,-70,-76,-70,-87,B04
-72,-75,-58,-80,-78,-75,-69,-89,B04
-72,-75,-58,-80,-78,-75,-69,-89,B04
-73,-79,-57,-79,-74,-77,-69,-88,B04
-71,-77,-57,-80,-74,-76,-64,-87,B04
-69,-77,-58,-80,-72,-75,-69,-90,B04
-72,-75,-57,-79,-73,-76,-66,-83,B04
-72,-75,-57,-79,-73,-76,-66,-83,B04
-72,-74,-58,-77,-70,-75,-69,-87,B04
-74,-76,-56,-75,-74,-83,-66,-86,B04
-72,-75,-58,-79,-72,-86,-72,-85,B04
-79,-76,-59,-79,-71,-78,-71,-88,B04
-79,-76,-59,-79,-71,-78,-71,-88,B04
-74,-75,-57,-80,-73,-79,-69,-88,B04
-73,-75,-56,-79,-70,-83,-71,-89,B04
-72,-78,-58,-81,-70,-77,-70,-85,B04
-73,-79,-57,-80,-76,-77,-70,-83,B04
-73,-79,-57,-80,-76,-77,-70,-83,B04
-70,-83,-58,-80,-76,-77,-66,-83,B04
-73,-72,-59,-80,-69,-79,-71,-84,B04
-78,-75,-57,-79,-70,-78,-66,-86,B04
-78,-75,-57,-79,-70,-78,-66,-86,B04
-77,-76,-54,-79,-71,-78,-67,-89,B04
-78,-75,-58,-78,-68,-79,-70,-84,B04
-70,-73,-56,-80,-72,-77,-69,-88,B04
-70,-73,-56,-80,-72,-77,-69,-88,B04
-74,-75,-57,-80,-71,-76,-72,-87,B04
-72,-75,-60,-79,-70,-76,-70,-87,B04
-73,-76,-61,-81,-70,-77,-70,-86,B04
-76,-77,-60,-79,-71,-77,-68,-87,B04
-76,-77,-60,-79,-71,-77,-68,-87,B04
-71,-79,-56,-79,-74,-79,-70,-86,B04
-71,-75,-58,-78,-70,-76,-70,-87,B04
-72,-76,-57,-77,-70,-78,-67,-85,B04
-72,-76,-57,-77,-70,-78,-67,-85,B04
-72,-75,-58,-80,-72,-78,-66,-91,B04
-74,-75,-57,-83,-71,-78,-70,-90,B04
-72,-75,-56,-78,-70,-77,-65,-87,B04
-71,-75,-57,-80,-71,-78,-68,-87,B04
-71,-75,-57,-80,-71,-78,-68,-87,B04
-72,-72,-62,-79,-70,-76,-60,-93,B04
-72,-74,-57,-79,-72,-84,-70,-85,B04
-73,-82,-63,-81,-73,-74,-65,-82,B04
-75,-73,-64,-78,-74,-78,-68,-86,B04
-65,-66,-52,-87,-70,-75,-54,-77,B05
-65,-66,-52,-87,-70,-75,-54,-77,B05
-62,-65,-51,-88,-71,-80,-54,-76,B05
-62,-64,-56,-89,-71,-81,-52,-76,B05
-62,-64,-56,-89,-71,-81,-52,-76,B05
-68,-63,-53,-90,-68,-78,-57,-79,B05
-72,-68,-57,-90,-81,-75,-55,-78,B05
-72,-68,-57,-90,-81,-75,-55,-78,B05
-70,-69,-52,-89,-78,-75,-56,-79,B05
-72,-72,-53,-86,-80,-79,-55,-79,B05
-72,-72,-53,-86,-80,-79,-55,-79,B05
-72,-70,-53,-88,-76,-74,-54,-79,B05
-74,-69,-52,-89,-79,-74,-55,-80,B05
-73,-68,-51,-90,-77,-76,-55,-79,B05
-73,-68,-51,-90,-77,-76,-55,-79,B05
-74,-69,-53,-90,-75,-76,-62,-79,B05
-75,-69,-52,-91,-77,-75,-55,-79,B05
-75,-69,-52,-91,-77,-75,-55,-79,B05
-73,-67,-52,-90,-76,-73,-56,-79,B05
-73,-69,-51,-89,-78,-75,-56,-80,B05
-71,-68,-51,-91,-77,-75,-56,-79,B05
-73,-68,-52,-90,-76,-75,-55,-79,B05
-71,-69,-51,-91,-76,-75,-54,-79,B05
-71,-69,-51,-91,-76,-75,-54,-79,B05
-72,-69,-50,-90,-76,-76,-56,-78,B05
-71,-70,-50,-93,-74,-76,-55,-76,B05
-71,-70,-50,-93,-74,-76,-55,-76,B05
-72,-67,-51,-91,-78,-73,-57,-79,B05
-72,-69,-52,-90,-79,-76,-55,-79,B05
-72,-69,-52,-91,-78,-77,-55,-79,B05
-72,-69,-52,-91,-78,-77,-55,-79,B05
-71,-69,-51,-85,-76,-79,-55,-78,B05
-72,-69,-52,-90,-75,-77,-54,-79,B05
-71,-69,-50,-91,-78,-76,-55,-79,B05
-72,-70,-52,-90,-79,-76,-54,-78,B05
-72,-70,-52,-90,-79,-76,-54,-78,B05
-73,-67,-51,-91,-78,-76,-55,-79,B05
-73,-69,-51,-90,-80,-75,-55,-78,B05
-72,-68,-51,-92,-79,-75,-55,-78,B05
-73,-69,-51,-90,-79,-75,-56,-77,B05
-74,-67,-52,-90,-79,-75,-55,-79,B05
-77,-69,-49,-92,-80,-77,-55,-78,B05
-77,-69,-49,-92,-80,-77,-55,-78,B05
-72,-69,-52,-89,-78,-77,-54,-80,B05
-72,-69,-51,-91,-75,-73,-55,-78,B05
-72,-69,-51,-91,-75,-73,-55,-78,B05
-72,-69,-52,-89,-73,-77,-55,-79,B05
-72,-68,-52,-90,-77,-77,-55,-78,B05
-72,-68,-52,-90,-77,-77,-55,-78,B05
-72,-68,-52,-90,-77,-77,-55,-78,B05
-72,-70,-52,-90,-78,-76,-55,-79,B05
-74,-70,-51,-90,-77,-75,-55,-76,B05
-72,-69,-52,-89,-77,-72,-54,-78,B05
-74,-70,-52,-90,-77,-74,-54,-78,B05
-74,-70,-52,-90,-77,-74,-54,-78,B05
-72,-70,-50,-89,-77,-76,-55,-76,B05
-61,-57,-64,-91,-64,-78,-57,-87,B06
-61,-57,-64,-91,-64,-78,-57,-87,B06
-61,-56,-64,-89,-64,-79,-57,-87,B06
-61,-56,-64,-89,-64,-79,-57,-87,B06
-61,-56,-64,-88,-64,-79,-58,-86,B06
-60,-56,-63,-88,-64,-80,-55,-86,B06
-62,-56,-63,-88,-64,-77,-57,-87,B06
-61,-58,-64,-90,-64,-79,-56,-86,B06
-61,-58,-64,-90,-64,-79,-56,-86,B06
-74,-55,-64,-89,-64,-79,-59,-87,B06
-60,-56,-64,-90,-64,-80,-57,-88,B06
-61,-56,-64,-89,-63,-80,-58,-87,B06
-61,-56,-64,-89,-63,-80,-58,-87,B06
-61,-56,-64,-89,-63,-78,-59,-88,B06
-61,-54,-64,-88,-64,-78,-59,-88,B06
-58,-56,-64,-88,-64,-79,-58,-88,B06
-59,-56,-62,-88,-64,-74,-59,-84,B06
-59,-56,-62,-88,-64,-74,-59,-84,B06
-59,-70,-64,-87,-64,-78,-59,-87,B06
-61,-56,-64,-89,-61,-79,-58,-87,B06
-61,-56,-64,-90,-64,-79,-55,-86,B06
-60,-56,-65,-88,-62,-79,-59,-89,B06
-58,-54,-63,-87,-64,-80,-58,-87,B06
-58,-54,-63,-87,-64,-80,-58,-87,B06
-64,-57,-64,-90,-64,-80,-58,-87,B06
-61,-57,-64,-90,-64,-79,-57,-87,B06
-61,-56,-65,-91,-64,-79,-57,-89,B06
-61,-58,-64,-89,-64,-79,-58,-88,B06
-61,-58,-64,-89,-64,-79,-58,-88,B06
-59,-56,-64,-88,-64,-79,-59,-87,B06
-60,-53,-64,-87,-64,-79,-68,-87,B06
-61,-57,-64,-91,-64,-77,-59,-87,B06
-61,-57,-64,-91,-64,-77,-59,-87,B06
-69,-56,-65,-90,-64,-79,-58,-88,B06
-61,-56,-65,-90,-64,-88,-59,-87,B06
-59,-55,-65,-91,-64,-78,-59,-88,B06
-61,-56,-63,-92,-64,-77,-60,-86,B06
-61,-56,-64,-91,-65,-79,-59,-88,B06
-61,-56,-65,-90,-64,-78,-58,-90,B06
-61,-56,-65,-90,-64,-78,-58,-90,B06
-60,-57,-65,-89,-66,-79,-59,-87,B06
-61,-56,-64,-89,-64,-81,-57,-86,B06
-60,-57,-65,-87,-63,-77,-60,-86,B06
-60,-55,-65,-89,-64,-86,-58,-85,B06
-60,-55,-65,-89,-64,-86,-58,-85,B06
-61,-57,-64,-91,-64,-80,-59,-87,B06
-58,-56,-64,-88,-64,-82,-59,-88,B06
-59,-57,-64,-89,-63,-77,-58,-87,B06
-59,-57,-64,-89,-63,-77,-58,-87,B06
-58,-55,-64,-88,-64,-86,-59,-88,B06
-58,-55,-64,-88,-64,-86,-59,-88,B06
-61,-55,-64,-88,-64,-78,-57,-84,B06
-61,-57,-65,-90,-60,-81,-73,-87,B06
-61,-56,-64,-89,-64,-80,-58,-87,B06
-61,-56,-64,-89,-64,-80,-58,-87,B06
-62,-57,-55,-83,-64,-87,-60,-89,B07
-62,-57,-54,-84,-62,-87,-61,-87,B07
-62,-57,-54,-84,-62,-87,-61,-87,B07
-62,-58,-55,-84,-63,-90,-61,-87,B07
-61,-56,-53,-86,-63,-89,-58,-88,B07
-61,-56,-53,-86,-63,-89,-58,-88,B07
-63,-57,-53,-83,-63,-89,-59,-85,B07
-62,-57,-55,-86,-61,-87,-61,-87,B07
-62,-57,-55,-86,-61,-87,-61,-87,B07
-68,-58,-59,-89,-72,-82,-66,-86,B07
-57,-61,-53,-85,-70,-73,-64,-76,B07
-55,-59,-55,-87,-73,-74,-65,-81,B07
-55,-59,-55,-87,-73,-74,-65,-81,B07
-56,-59,-53,-82,-74,-74,-65,-81,B07
-54,-59,-54,-85,-73,-72,-69,-81,B07
-54,-59,-54,-85,-73,-72,-69,-81,B07
-57,-59,-54,-83,-73,-71,-62,-81,B07
-56,-59,-55,-83,-90,-70,-62,-83,B07
-55,-60,-55,-85,-75,-74,-62,-83,B07
-55,-60,-55,-85,-75,-74,-62,-83,B07
-57,-59,-55,-85,-85,-72,-62,-82,B07
-60,-61,-54,-88,-72,-74,-61,-83,B07
-66,-67,-61,-82,-72,-83,-60,-83,B07
-66,-67,-61,-82,-72,-83,-60,-83,B07
-71,-70,-59,-89,-67,-73,-57,-92,B07
-67,-53,-53,-80,-67,-72,-58,-94,B07
-67,-53,-53,-80,-67,-72,-58,-94,B07
-70,-52,-54,-90,-65,-72,-60,-90,B07
-71,-62,-55,-90,-70,-79,-63,-93,B07
-70,-62,-54,-89,-68,-82,-66,-88,B07
-70,-62,-54,-89,-68,-82,-66,-88,B07
-70,-60,-56,-90,-68,-77,-65,-90,B07
-69,-61,-56,-88,-68,-76,-65,-89,B07
-69,-61,-56,-88,-68,-76,-65,-89,B07
-70,-61,-55,-90,-71,-78,-63,-89,B07
-69,-62,-56,-87,-68,-80,-65,-90,B07
-71,-63,-54,-88,-68,-79,-65,-89,B07
-70,-62,-54,-88,-69,-81,-65,-89,B07
-70,-62,-54,-88,-69,-81,-65,-89,B07
-69,-62,-54,-88,-71,-81,-63,-89,B07
-70,-62,-54,-86,-71,-80,-65,-88,B07
-69,-62,-54,-87,-72,-79,-65,-87,B07
-69,-62,-54,-87,-72,-79,-65,-87,B07
-70,-60,-56,-88,-71,-78,-64,-88,B07
-71,-62,-54,-84,-69,-87,-65,-87,B07
-71,-62,-54,-84,-69,-87,-65,-87,B07
-68,-62,-54,-86,-72,-78,-62,-87,B07
-70,-62,-55,-87,-71,-80,-62,-90,B07
-70,-62,-56,-85,-69,-81,-64,-88,B07
-69,-62,-54,-88,-71,-81,-65,-90,B07
-69,-62,-54,-88,-71,-81,-65,-90,B07
-70,-62,-57,-90,-71,-82,-64,-88,B07
-69,-62,-54,-87,-69,-79,-64,-89,B07
-71,-62,-54,-88,-71,-80,-65,-87,B07
-70,-62,-54,-89,-72,-80,-64,-87,B07
-70,-62,-54,-89,-72,-80,-64,-87,B07
-70,-62,-54,-91,-70,-80,-64,-88,B07
-71,-61,-54,-86,-70,-79,-67,-88,B07
-69,-61,-56,-91,-71,-77,-66,-85,B07
-69,-61,-56,-91,-71,-77,-66,-85,B07
-71,-62,-55,-85,-72,-80,-66,-86,B07
-69,-61,-54,-89,-72,-79,-62,-86,B07
-69,-61,-54,-89,-70,-80,-68,-88,B07
-69,-61,-54,-89,-70,-80,-68,-88,B07
-73,-62,-56,-89,-72,-82,-65,-92,B07
-65,-62,-54,-87,-71,-78,-62,-88,B07
-69,-62,-52,-89,-74,-83,-62,-87,B07
-69,-62,-52,-89,-74,-83,-62,-87,B07
-71,-62,-53,-86,-71,-78,-65,-89,B07
-72,-62,-55,-92,-71,-77,-64,-88,B07
-70,-63,-54,-86,-71,-77,-64,-88,B07
-70,-63,-54,-86,-71,-77,-64,-88,B07
-70,-63,-55,-89,-71,-78,-65,-88,B07
-71,-62,-55,-86,-70,-78,-65,-88,B07
-71,-62,-55,-86,-70,-78,-65,-88,B07
-69,-62,-55,-88,-67,-78,-65,-87,B07
-70,-62,-55,-88,-71,-79,-65,-90,B07
-70,-62,-55,-88,-71,-79,-65,-90,B07
-70,-63,-56,-87,-71,-77,-64,-89,B07
-69,-62,-55,-87,-71,-78,-65,-89,B07
-77,-63,-55,-85,-69,-76,-64,-89,B07
-77,-63,-55,-85,-69,-76,-64,-89,B07
-71,-62,-54,-87,-70,-80,-64,-90,B07
-70,-68,-58,-89,-67,-78,-65,-87,B07
-70,-68,-58,-89,-67,-78,-65,-87,B07
-70,-63,-58,-87,-69,-77,-61,-87,B07
-71,-62,-54,-86,-69,-77,-62,-88,B07
-71,-60,-54,-87,-70,-77,-64,-87,B07
-71,-60,-54,-87,-70,-77,-64,-87,B07
-71,-62,-54,-89,-68,-86,-64,-88,B07
-70,-62,-55,-89,-69,-86,-64,-88,B07
-70,-62,-55,-89,-69,-86,-64,-88,B07
-70,-62,-55,-90,-68,-77,-64,-88,B07
-70,-63,-53,-90,-69,-78,-65,-89,B07
-71,-61,-56,-86,-69,-76,-64,-87,B07
-71,-61,-56,-86,-69,-76,-64,-87,B07
-72,-60,-56,-86,-70,-78,-64,-91,B07
-70,-63,-56,-88,-68,-78,-64,-89,B07
-70,-63,-56,-88,-68,-78,-64,-89,B07
-71,-62,-54,-86,-68,-78,-64,-89,B07
-70,-63,-56,-89,-70,-76,-65,-88,B07
-70,-63,-56,-89,-70,-76,-65,-88,B07
-69,-62,-56,-88,-72,-78,-64,-89,B07
-68,-59,-55,-86,-70,-80,-64,-89,B07
-68,-59,-55,-86,-70,-80,-64,-89,B07
-69,-62,-54,-86,-68,-78,-67,-88,B07
-70,-61,-53,-87,-70,-78,-63,-90,B07
-73,-62,-56,-88,-76,-80,-58,-87,B08
-73,-62,-56,-88,-76,-80,-58,-87,B08
-77,-62,-54,-92,-73,-81,-59,-88,B08
-73,-61,-54,-91,-73,-78,-59,-87,B08
-73,-61,-54,-91,-73,-78,-59,-87,B08
-74,-61,-55,-92,-73,-83,-60,-87,B08
-74,-62,-54,-91,-71,-86,-59,-87,B08
-74,-62,-54,-91,-71,-86,-59,-87,B08
-74,-62,-55,-90,-72,-80,-59,-86,B08
-75,-61,-54,-86,-74,-82,-58,-83,B08
-75,-61,-54,-86,-74,-82,-58,-83,B08
-75,-61,-55,-92,-73,-84,-60,-88,B08
-70,-61,-55,-89,-77,-81,-57,-88,B08
-70,-61,-55,-89,-77,-81,-57,-88,B08
-75,-70,-53,-88,-77,-79,-60,-88,B08
-74,-62,-55,-89,-76,-83,-59,-87,B08
-74,-62,-55,-89,-76,-83,-59,-87,B08
-76,-62,-55,-90,-75,-78,-60,-88,B08
-76,-62,-55,-85,-75,-82,-57,-87,B08
-76,-62,-55,-85,-75,-82,-57,-87,B08
-74,-63,-54,-93,-79,-83,-59,-86,B08
-74,-61,-55,-88,-74,-80,-60,-86,B08
-74,-61,-55,-88,-74,-80,-60,-86,B08
-74,-70,-54,-89,-75,-81,-60,-87,B08
-71,-61,-54,-90,-75,-81,-59,-87,B08
-71,-61,-54,-90,-75,-81,-59,-87,B08
-74,-61,-54,-88,-75,-82,-59,-86,B08
-73,-62,-60,-88,-75,-83,-59,-86,B08
-73,-62,-60,-88,-75,-83,-59,-86,B08
-74,-72,-54,-92,-72,-81,-59,-87,B08
-74,-62,-56,-90,-74,-81,-59,-87,B08
-74,-62,-56,-90,-74,-81,-59,-87,B08
-74,-61,-54,-85,-74,-81,-59,-88,B08
-74,-62,-56,-92,-74,-84,-59,-89,B08
-74,-61,-54,-91,-73,-86,-59,-88,B08
-74,-61,-54,-91,-73,-86,-59,-88,B08
-80,-61,-51,-87,-74,-81,-59,-86,B08
-75,-61,-53,-88,-75,-81,-59,-86,B08
-75,-61,-53,-88,-75,-81,-59,-86,B08
-74,-61,-54,-88,-74,-80,-59,-86,B08
-72,-62,-54,-87,-73,-82,-58,-88,B08
-76,-66,-52,-86,-75,-81,-59,-88,B08
-75,-61,-54,-89,-71,-83,-59,-87,B08
-75,-61,-54,-89,-71,-83,-59,-87,B08
-76,-61,-54,-89,-71,-84,-57,-86,B08
-74,-61,-55,-91,-71,-86,-59,-85,B08
-74,-61,-55,-91,-71,-86,-59,-85,B08
