Grid,CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8
B9,-66 dBm,-70 dBm,-70 dBm,-92 dBm,-78 dBm,-93 dBm,-68 dBm,-87 dBm
B9,-67 dBm,-72 dBm,-67 dBm,-91 dBm,-81 dBm,-91 dBm,-70 dBm,-89 dBm
B9,-67 dBm,-72 dBm,-68 dBm,-88 dBm,-76 dBm,-94 dBm,-70 dBm,-90 dBm
B9,-67 dBm,-72 dBm,-69 dBm,-87 dBm,-81 dBm,-92 dBm,-69 dBm,-94 dBm
B9,-65 dBm,-72 dBm,-70 dBm,-88 dBm,-80 dBm,-95 dBm,-70 dBm,-91 dBm
B9,-65 dBm,-72 dBm,-70 dBm,-90 dBm,-81 dBm,-91 dBm,-67 dBm,-89 dBm
B9,-67 dBm,-72 dBm,-71 dBm,-90 dBm,-81 dBm,-88 dBm,-70 dBm,-88 dBm
B9,-67 dBm,-73 dBm,-69 dBm,-90 dBm,-80 dBm,-88 dBm,-68 dBm,-88 dBm
B9,-66 dBm,-73 dBm,-67 dBm,-89 dBm,-81 dBm,-88 dBm,-67 dBm,-87 dBm
B9,-65 dBm,-72 dBm,-68 dBm,-88 dBm,-80 dBm,-86 dBm,-69 dBm,-89 dBm
B9,-66 dBm,-73 dBm,-68 dBm,-90 dBm,-82 dBm,-89 dBm,-68 dBm,-87 dBm
B9,-66 dBm,-72 dBm,-70 dBm,-91 dBm,-79 dBm,-88 dBm,-67 dBm,-90 dBm
B9,-68 dBm,-72 dBm,-68 dBm,-90 dBm,-80 dBm,-90 dBm,-65 dBm,-89 dBm
B9,-66 dBm,-74 dBm,-69 dBm,-89 dBm,-80 dBm,-91 dBm,-68 dBm,-86 dBm
B9,-67 dBm,-72 dBm,-70 dBm,-90 dBm,-78 dBm,-93 dBm,-68 dBm,-89 dBm
B9,-64 dBm,-72 dBm,-69 dBm,-90 dBm,-77 dBm,-90 dBm,-69 dBm,-87 dBm
B9,-65 dBm,-72 dBm,-69 dBm,-91 dBm,-79 dBm,-89 dBm,-69 dBm,-90 dBm
B9,-66 dBm,-73 dBm,-69 dBm,-90 dBm,-79 dBm,-89 dBm,-69 dBm,-91 dBm
B9,-63 dBm,-72 dBm,-69 dBm,-89 dBm,-79 dBm,-89 dBm,-68 dBm,-90 dBm
B9,-67 dBm,-72 dBm,-69 dBm,-89 dBm,-80 dBm,-91 dBm,-68 dBm,-89 dBm
B9,-67 dBm,-72 dBm,-70 dBm,-91 dBm,-80 dBm,-91 dBm,-66 dBm,-87 dBm
B9,-66 dBm,-71 dBm,-69 dBm,-88 dBm,-81 dBm,-92 dBm,-65 dBm,-85 dBm
B9,-65 dBm,-72 dBm,-69 dBm,-90 dBm,-80 dBm,-87 dBm,-70 dBm,-89 dBm
B9,-66 dBm,-71 dBm,-68 dBm,-88 dBm,-81 dBm,-89 dBm,-70 dBm,-90 dBm
B9,-68 dBm,-69 dBm,-73 dBm,-93 dBm,-82 dBm,-92 dBm,-68 dBm,-90 dBm
B9,-67 dBm,-72 dBm,-70 dBm,-90 dBm,-80 dBm,-89 dBm,-70 dBm,-87 dBm
B9,-66 dBm,-72 dBm,-69 dBm,-88 dBm,-80 dBm,-91 dBm,-68 dBm,-89 dBm
B9,-66 dBm,-73 dBm,-70 dBm,0,-80 dBm,-90 dBm,-73 dBm,-88 dBm
B9,-65 dBm,-72 dBm,-69 dBm,0,-79 dBm,-89 dBm,-71 dBm,-88 dBm
C1,-76 dBm,-85 dBm,-75 dBm,-90 dBm,-72 dBm,-74 dBm,-82 dBm,-90 dBm
C1,-75 dBm,-88 dBm,-75 dBm,-89 dBm,-72 dBm,-69 dBm,-84 dBm,-91 dBm
C1,-78 dBm,-87 dBm,-78 dBm,-92 dBm,-73 dBm,-70 dBm,-88 dBm,-93 dBm
C1,-77 dBm,-86 dBm,-73 dBm,-94 dBm,-75 dBm,-69 dBm,-84 dBm,-93 dBm
C1,-79 dBm,-86 dBm,-75 dBm,-92 dBm,-72 dBm,-70 dBm,-91 dBm,-94 dBm
C1,-76 dBm,-88 dBm,-77 dBm,-90 dBm,-74 dBm,-68 dBm,-86 dBm,-92 dBm
C1,-78 dBm,-86 dBm,-76 dBm,-92 dBm,-82 dBm,-69 dBm,-81 dBm,-90 dBm
C1,-77 dBm,-88 dBm,-75 dBm,-94 dBm,-69 dBm,-72 dBm,-83 dBm,-95 dBm
C1,-76 dBm,-87 dBm,-75 dBm,-92 dBm,-70 dBm,-73 dBm,-87 dBm,-87 dBm
C1,-78 dBm,-87 dBm,-77 dBm,-90 dBm,-69 dBm,-68 dBm,-83 dBm,-91 dBm
C1,-82 dBm,-90 dBm,-74 dBm,-90 dBm,-70 dBm,-76 dBm,-83 dBm,-93 dBm
C1,-82 dBm,-88 dBm,-74 dBm,-92 dBm,-68 dBm,-72 dBm,-90 dBm,-95 dBm
C1,-82 dBm,-84 dBm,-76 dBm,-91 dBm,-68 dBm,-66 dBm,-88 dBm,-91 dBm
C1,-82 dBm,-84 dBm,-84 dBm,-94 dBm,-69 dBm,-69 dBm,-81 dBm,-92 dBm
C1,-77 dBm,-87 dBm,-73 dBm,-93 dBm,-70 dBm,-68 dBm,-84 dBm,-96 dBm
C1,-80 dBm,-86 dBm,-76 dBm,-88 dBm,-70 dBm,-73 dBm,-89 dBm,-90 dBm
C1,-82 dBm,-85 dBm,-76 dBm,-91 dBm,-68 dBm,-70 dBm,-91 dBm,-93 dBm
C1,-78 dBm,-83 dBm,-77 dBm,-89 dBm,-69 dBm,-69 dBm,-90 dBm,-93 dBm
C1,-76 dBm,-84 dBm,-77 dBm,-90 dBm,-71 dBm,-68 dBm,-88 dBm,-88 dBm
C1,-81 dBm,-86 dBm,-80 dBm,-93 dBm,-70 dBm,-67 dBm,-82 dBm,-91 dBm
C1,-79 dBm,-88 dBm,-74 dBm,-90 dBm,-67 dBm,-70 dBm,-85 dBm,-90 dBm
C1,-78 dBm,-90 dBm,-74 dBm,-93 dBm,-68 dBm,-71 dBm,-82 dBm,-88 dBm
C1,-81 dBm,-86 dBm,-76 dBm,-91 dBm,-69 dBm,-67 dBm,-86 dBm,-90 dBm
C1,-81 dBm,-88 dBm,-77 dBm,-92 dBm,-69 dBm,-66 dBm,-91 dBm,-91 dBm
C1,-81 dBm,-91 dBm,-77 dBm,-88 dBm,-69 dBm,-68 dBm,-87 dBm,-92 dBm
C1,-83 dBm,-85 dBm,-76 dBm,-90 dBm,-69 dBm,-71 dBm,-90 dBm,0
C1,-82 dBm,-84 dBm,-76 dBm,-92 dBm,-70 dBm,-68 dBm,-84 dBm,0
C1,-82 dBm,-83 dBm,-74 dBm,-91 dBm,-72 dBm,-68 dBm,-86 dBm,0
C1,-83 dBm,-84 dBm,-75 dBm,-90 dBm,-69 dBm,-70 dBm,-84 dBm,0
C1,-84 dBm,-83 dBm,-76 dBm,-90 dBm,-72 dBm,-71 dBm,-90 dBm,0
C1,-80 dBm,-84 dBm,-76 dBm,-92 dBm,-69 dBm,-67 dBm,-85 dBm,0
C1,-82 dBm,-85 dBm,-75 dBm,-89 dBm,-72 dBm,-68 dBm,-89 dBm,0
C2,-74 dBm,-89 dBm,-67 dBm,-90 dBm,-71 dBm,-59 dBm,-74 dBm,-93 dBm
C2,-84 dBm,-93 dBm,-70 dBm,-95 dBm,-69 dBm,-59 dBm,-76 dBm,-95 dBm
C2,-82 dBm,-91 dBm,-71 dBm,-94 dBm,-69 dBm,-59 dBm,-76 dBm,-90 dBm
C2,-87 dBm,-81 dBm,-72 dBm,-91 dBm,-65 dBm,-61 dBm,-75 dBm,-94 dBm
C2,-79 dBm,-82 dBm,-68 dBm,-93 dBm,-69 dBm,-61 dBm,-76 dBm,-89 dBm
C2,-79 dBm,-77 dBm,-70 dBm,-96 dBm,-65 dBm,-62 dBm,-73 dBm,-85 dBm
C2,-78 dBm,-81 dBm,-69 dBm,-94 dBm,-64 dBm,-62 dBm,-73 dBm,-85 dBm
C2,-77 dBm,-81 dBm,-71 dBm,-96 dBm,-65 dBm,-62 dBm,-72 dBm,-86 dBm
C2,-78 dBm,-80 dBm,-72 dBm,-92 dBm,-69 dBm,-62 dBm,-74 dBm,-83 dBm
C2,-79 dBm,-80 dBm,-69 dBm,-92 dBm,-68 dBm,-64 dBm,-76 dBm,-84 dBm
C2,-78 dBm,-82 dBm,-71 dBm,-94 dBm,-68 dBm,-62 dBm,-77 dBm,-86 dBm
C2,-79 dBm,-82 dBm,-72 dBm,-92 dBm,-67 dBm,-63 dBm,-78 dBm,-86 dBm
C2,-78 dBm,-83 dBm,-70 dBm,-96 dBm,-68 dBm,-60 dBm,-75 dBm,-87 dBm
C2,-82 dBm,-83 dBm,-70 dBm,-93 dBm,-67 dBm,-62 dBm,-75 dBm,-86 dBm
C2,-79 dBm,-83 dBm,-69 dBm,-89 dBm,-66 dBm,-61 dBm,-76 dBm,-84 dBm
C2,-81 dBm,-83 dBm,-69 dBm,-95 dBm,-67 dBm,-61 dBm,-75 dBm,-85 dBm
C2,-79 dBm,-82 dBm,-71 dBm,-93 dBm,-66 dBm,-61 dBm,-76 dBm,-84 dBm
C2,-80 dBm,-82 dBm,-68 dBm,-94 dBm,-66 dBm,-61 dBm,-79 dBm,-87 dBm
C2,-79 dBm,-82 dBm,-67 dBm,-92 dBm,-67 dBm,-61 dBm,-78 dBm,-86 dBm
C2,-80 dBm,-85 dBm,-70 dBm,-92 dBm,-65 dBm,-60 dBm,-76 dBm,-86 dBm
C2,-80 dBm,-81 dBm,-70 dBm,-94 dBm,-67 dBm,-61 dBm,-75 dBm,-86 dBm
C2,-81 dBm,-84 dBm,-71 dBm,-93 dBm,-67 dBm,-60 dBm,-79 dBm,-84 dBm
C2,-82 dBm,-77 dBm,-69 dBm,-92 dBm,-62 dBm,-62 dBm,-77 dBm,-85 dBm
C2,-81 dBm,-80 dBm,-69 dBm,-92 dBm,-68 dBm,-61 dBm,-77 dBm,-86 dBm
C2,-79 dBm,-82 dBm,-70 dBm,-93 dBm,-67 dBm,-61 dBm,-76 dBm,-84 dBm
C2,-78 dBm,-82 dBm,-69 dBm,-93 dBm,-69 dBm,-62 dBm,-76 dBm,-87 dBm
C2,-80 dBm,-81 dBm,-70 dBm,-91 dBm,-68 dBm,-62 dBm,-77 dBm,-85 dBm
C2,-79 dBm,-84 dBm,-70 dBm,-91 dBm,-68 dBm,-63 dBm,-77 dBm,-88 dBm
C2,-83 dBm,-82 dBm,-69 dBm,-95 dBm,-69 dBm,-62 dBm,-80 dBm,-88 dBm
C2,-82 dBm,-82 dBm,-70 dBm,0,-67 dBm,-60 dBm,-74 dBm,-87 dBm
C2,-80 dBm,-85 dBm,-70 dBm,0,-65 dBm,-59 dBm,-74 dBm,-89 dBm
C2,-81 dBm,-85 dBm,-71 dBm,0,-67 dBm,-60 dBm,-75 dBm,0
C4,-67 dBm,-80 dBm,-76 dBm,-87 dBm,-73 dBm,-83 dBm,-81 dBm,-93 dBm
C4,-69 dBm,-82 dBm,-73 dBm,-88 dBm,-73 dBm,-83 dBm,-75 dBm,-91 dBm
C4,-67 dBm,-80 dBm,-80 dBm,-87 dBm,-69 dBm,-82 dBm,-83 dBm,-90 dBm
C4,-69 dBm,-82 dBm,-74 dBm,-88 dBm,-70 dBm,-83 dBm,-80 dBm,-91 dBm
C4,-68 dBm,-81 dBm,-78 dBm,-87 dBm,-72 dBm,-81 dBm,-70 dBm,-91 dBm
C4,-70 dBm,-77 dBm,-73 dBm,-85 dBm,-70 dBm,-86 dBm,-71 dBm,-90 dBm
C4,-66 dBm,-80 dBm,-73 dBm,-88 dBm,-72 dBm,-84 dBm,-76 dBm,-92 dBm
C4,-67 dBm,-79 dBm,-69 dBm,-85 dBm,-71 dBm,-82 dBm,-74 dBm,-88 dBm
C4,-69 dBm,-79 dBm,-75 dBm,-88 dBm,-69 dBm,-88 dBm,-73 dBm,-89 dBm
C4,-67 dBm,-80 dBm,-75 dBm,-87 dBm,-71 dBm,-90 dBm,-72 dBm,-90 dBm
C4,-68 dBm,-79 dBm,-80 dBm,-86 dBm,-72 dBm,-91 dBm,-72 dBm,-90 dBm
C4,-68 dBm,-83 dBm,-75 dBm,-89 dBm,-74 dBm,-86 dBm,-79 dBm,-89 dBm
C4,-70 dBm,-82 dBm,-79 dBm,-87 dBm,-70 dBm,-86 dBm,-80 dBm,-90 dBm
C4,-69 dBm,-80 dBm,-77 dBm,-89 dBm,-73 dBm,-89 dBm,-74 dBm,-88 dBm
C4,-69 dBm,-80 dBm,-76 dBm,-88 dBm,-70 dBm,-85 dBm,-72 dBm,-93 dBm
C4,-68 dBm,-79 dBm,-75 dBm,-87 dBm,-72 dBm,-90 dBm,-76 dBm,-91 dBm
C4,-68 dBm,-84 dBm,-75 dBm,-88 dBm,-72 dBm,-89 dBm,-68 dBm,-89 dBm
C4,-70 dBm,-78 dBm,-75 dBm,-88 dBm,-71 dBm,-86 dBm,-76 dBm,-91 dBm
C4,-68 dBm,-82 dBm,-75 dBm,-89 dBm,-72 dBm,-86 dBm,-79 dBm,-92 dBm
C4,-68 dBm,-83 dBm,-75 dBm,-90 dBm,-72 dBm,-85 dBm,-75 dBm,-90 dBm
C4,-69 dBm,-82 dBm,-76 dBm,-87 dBm,-72 dBm,-84 dBm,-75 dBm,-90 dBm
C4,-67 dBm,-77 dBm,-75 dBm,-89 dBm,-74 dBm,-89 dBm,-76 dBm,-92 dBm
C4,-68 dBm,-83 dBm,-79 dBm,-89 dBm,-73 dBm,-89 dBm,-81 dBm,-90 dBm
C4,-67 dBm,-81 dBm,-74 dBm,-87 dBm,-73 dBm,-86 dBm,-76 dBm,-92 dBm
C4,-74 dBm,-82 dBm,-73 dBm,-89 dBm,-71 dBm,-89 dBm,-77 dBm,-89 dBm
C4,-70 dBm,-81 dBm,-75 dBm,-84 dBm,-73 dBm,-87 dBm,-74 dBm,-89 dBm
C4,-69 dBm,-81 dBm,-72 dBm,-89 dBm,-71 dBm,-83 dBm,-76 dBm,-89 dBm
C4,-67 dBm,-81 dBm,-73 dBm,-87 dBm,-73 dBm,-83 dBm,-75 dBm,-89 dBm
C4,-68 dBm,-80 dBm,-73 dBm,-88 dBm,-73 dBm,-81 dBm,-74 dBm,-90 dBm
C4,-69 dBm,-78 dBm,-77 dBm,-89 dBm,-73 dBm,-87 dBm,-76 dBm,-90 dBm
C4,-67 dBm,-79 dBm,-79 dBm,-87 dBm,-72 dBm,-88 dBm,-77 dBm,-90 dBm
C4,-68 dBm,-88 dBm,-80 dBm,-87 dBm,-74 dBm,-90 dBm,-78 dBm,-90 dBm
C5,-77 dBm,-75 dBm,-68 dBm,-86 dBm,-64 dBm,-85 dBm,-50 dBm,-81 dBm
C5,-76 dBm,-73 dBm,-67 dBm,-82 dBm,-66 dBm,-91 dBm,-50 dBm,-83 dBm
C5,-85 dBm,-75 dBm,-67 dBm,-88 dBm,-63 dBm,-87 dBm,-51 dBm,-82 dBm
C5,-76 dBm,-69 dBm,-66 dBm,-86 dBm,-73 dBm,-89 dBm,-49 dBm,-88 dBm
C5,-77 dBm,-72 dBm,-66 dBm,-85 dBm,-64 dBm,-85 dBm,-51 dBm,-83 dBm
C5,-78 dBm,-74 dBm,-70 dBm,-86 dBm,-64 dBm,-86 dBm,-50 dBm,-83 dBm
C5,-79 dBm,-72 dBm,-67 dBm,-86 dBm,-65 dBm,-83 dBm,-50 dBm,-83 dBm
C5,-78 dBm,-71 dBm,-69 dBm,-87 dBm,-65 dBm,-85 dBm,-50 dBm,-84 dBm
C5,-78 dBm,-73 dBm,-68 dBm,-87 dBm,-65 dBm,-85 dBm,-50 dBm,-84 dBm
C5,-75 dBm,-72 dBm,-71 dBm,-83 dBm,-65 dBm,-85 dBm,-50 dBm,-84 dBm
C5,-82 dBm,-72 dBm,-65 dBm,-86 dBm,-65 dBm,-79 dBm,-51 dBm,-84 dBm
C5,-79 dBm,-70 dBm,-67 dBm,-87 dBm,-64 dBm,-85 dBm,-51 dBm,-84 dBm
C5,-74 dBm,-73 dBm,-71 dBm,-85 dBm,-65 dBm,-81 dBm,-51 dBm,-82 dBm
C5,-79 dBm,-76 dBm,-72 dBm,-84 dBm,-66 dBm,-82 dBm,-51 dBm,-85 dBm
C5,-76 dBm,-71 dBm,-72 dBm,-82 dBm,-63 dBm,-85 dBm,-50 dBm,-83 dBm
C5,-77 dBm,-73 dBm,-68 dBm,-85 dBm,-65 dBm,-81 dBm,-51 dBm,-86 dBm
C5,-78 dBm,-73 dBm,-67 dBm,-89 dBm,-62 dBm,-83 dBm,-50 dBm,-85 dBm
C5,-75 dBm,-73 dBm,-69 dBm,-87 dBm,-65 dBm,-85 dBm,-50 dBm,-85 dBm
C5,-77 dBm,-72 dBm,-67 dBm,-81 dBm,-64 dBm,-86 dBm,-50 dBm,-85 dBm
C5,-79 dBm,-73 dBm,-67 dBm,-86 dBm,-66 dBm,-81 dBm,-49 dBm,-83 dBm
C5,-77 dBm,-73 dBm,-65 dBm,-88 dBm,-66 dBm,-83 dBm,-48 dBm,-81 dBm
C5,-76 dBm,-73 dBm,-69 dBm,-85 dBm,-64 dBm,-79 dBm,-52 dBm,-84 dBm
C5,-81 dBm,-73 dBm,-70 dBm,-87 dBm,-63 dBm,-82 dBm,-49 dBm,-83 dBm
C5,-79 dBm,-73 dBm,-67 dBm,-86 dBm,-65 dBm,-84 dBm,-50 dBm,-84 dBm
C5,-81 dBm,-73 dBm,-69 dBm,-87 dBm,-64 dBm,-83 dBm,-49 dBm,-83 dBm
C5,-79 dBm,-73 dBm,-69 dBm,-85 dBm,-64 dBm,-84 dBm,-49 dBm,-82 dBm
C5,-80 dBm,-72 dBm,-70 dBm,-86 dBm,-64 dBm,-89 dBm,-50 dBm,-88 dBm
C5,-80 dBm,-73 dBm,-70 dBm,-88 dBm,-62 dBm,-83 dBm,-50 dBm,-83 dBm
C5,-79 dBm,-74 dBm,-67 dBm,-87 dBm,-64 dBm,-87 dBm,-49 dBm,-82 dBm
C5,-78 dBm,-73 dBm,-69 dBm,-87 dBm,-66 dBm,-83 dBm,-50 dBm,-82 dBm
C5,-79 dBm,-72 dBm,-70 dBm,-86 dBm,-64 dBm,-86 dBm,-49 dBm,-83 dBm
C5,-79 dBm,-75 dBm,-69 dBm,-88 dBm,-64 dBm,-83 dBm,-49 dBm,-83 dBm
C3,-79 dBm,-79 dBm,-85 dBm,-95 dBm,-75 dBm,-77 dBm,-73 dBm,-90 dBm
C3,-77 dBm,-80 dBm,-77 dBm,-95 dBm,-76 dBm,-79 dBm,-75 dBm,-92 dBm
C3,-77 dBm,-79 dBm,-79 dBm,-94 dBm,-72 dBm,-79 dBm,-76 dBm,-93 dBm
C3,-75 dBm,-79 dBm,-79 dBm,-92 dBm,-72 dBm,-79 dBm,-72 dBm,-92 dBm
C3,-74 dBm,-77 dBm,-76 dBm,-91 dBm,-73 dBm,-79 dBm,-75 dBm,-92 dBm
C3,-73 dBm,-79 dBm,-76 dBm,-92 dBm,-70 dBm,-77 dBm,-71 dBm,-94 dBm
C3,-76 dBm,-80 dBm,-75 dBm,-97 dBm,-72 dBm,-80 dBm,-75 dBm,-92 dBm
C3,-72 dBm,-80 dBm,-75 dBm,-94 dBm,-73 dBm,-79 dBm,-72 dBm,-91 dBm
C3,-74 dBm,-79 dBm,-74 dBm,-93 dBm,-74 dBm,-78 dBm,-70 dBm,-92 dBm
C3,-76 dBm,-78 dBm,-75 dBm,-93 dBm,-74 dBm,-81 dBm,-74 dBm,-96 dBm
C3,-76 dBm,-79 dBm,-76 dBm,-94 dBm,-73 dBm,-81 dBm,-76 dBm,-93 dBm
C3,-76 dBm,-79 dBm,-74 dBm,-92 dBm,-72 dBm,-80 dBm,-71 dBm,-93 dBm
C3,-76 dBm,-76 dBm,-76 dBm,-94 dBm,-73 dBm,-80 dBm,-74 dBm,-94 dBm
C3,-77 dBm,-79 dBm,-75 dBm,-93 dBm,-73 dBm,-79 dBm,-76 dBm,-92 dBm
C3,-75 dBm,-78 dBm,-75 dBm,-92 dBm,-74 dBm,-80 dBm,-76 dBm,-94 dBm
C3,-75 dBm,-79 dBm,-76 dBm,-94 dBm,-72 dBm,-78 dBm,-74 dBm,-94 dBm
C3,-74 dBm,-78 dBm,-76 dBm,-92 dBm,-72 dBm,-80 dBm,-74 dBm,-92 dBm
C3,-76 dBm,-79 dBm,-77 dBm,-93 dBm,-73 dBm,-79 dBm,-72 dBm,-96 dBm
C3,-74 dBm,-80 dBm,-76 dBm,-95 dBm,-72 dBm,-79 dBm,-72 dBm,-92 dBm
C3,-75 dBm,-79 dBm,-75 dBm,-92 dBm,-73 dBm,-79 dBm,-75 dBm,-92 dBm
C3,-73 dBm,-79 dBm,-76 dBm,-93 dBm,-74 dBm,-80 dBm,-75 dBm,-93 dBm
C3,-75 dBm,-78 dBm,-76 dBm,-93 dBm,-73 dBm,-79 dBm,-74 dBm,-93 dBm
C3,-76 dBm,-76 dBm,-75 dBm,-94 dBm,-73 dBm,-80 dBm,-72 dBm,-92 dBm
C3,-73 dBm,-76 dBm,-76 dBm,-95 dBm,-74 dBm,-79 dBm,-73 dBm,-93 dBm
C3,-75 dBm,-79 dBm,-73 dBm,-92 dBm,-74 dBm,-80 dBm,-74 dBm,-94 dBm
C3,-76 dBm,-78 dBm,-75 dBm,0,-73 dBm,-79 dBm,-74 dBm,-92 dBm
C3,-75 dBm,-77 dBm,-75 dBm,0,-74 dBm,-80 dBm,-76 dBm,-92 dBm
C3,-76 dBm,-79 dBm,-76 dBm,0,-72 dBm,-80 dBm,-74 dBm,-93 dBm
C3,-79 dBm,-79 dBm,-75 dBm,0,-70 dBm,-81 dBm,-73 dBm,0
C3,-75 dBm,-79 dBm,-73 dBm,0,-70 dBm,-79 dBm,-73 dBm,0
C3,-75 dBm,-76 dBm,-75 dBm,0,-72 dBm,-80 dBm,-74 dBm,0
C3,-74 dBm,-77 dBm,-74 dBm,0,-73 dBm,-79 dBm,-73 dBm,0
C3,-76 dBm,-77 dBm,-78 dBm,0,-70 dBm,-79 dBm,-75 dBm,0
C6,-75 dBm,-75 dBm,-73 dBm,-89 dBm,-63 dBm,-77 dBm,-61 dBm,-88 dBm
C6,-71 dBm,-81 dBm,-71 dBm,-88 dBm,-66 dBm,-77 dBm,-59 dBm,-85 dBm
C6,-72 dBm,-77 dBm,-75 dBm,-88 dBm,-65 dBm,-81 dBm,-60 dBm,-83 dBm
C6,-71 dBm,-75 dBm,-71 dBm,-88 dBm,-65 dBm,-78 dBm,-58 dBm,-85 dBm
C6,-69 dBm,-76 dBm,-72 dBm,-88 dBm,-67 dBm,-85 dBm,-59 dBm,-84 dBm
C6,-76 dBm,-79 dBm,-70 dBm,-89 dBm,-64 dBm,-80 dBm,-61 dBm,-86 dBm
C6,-72 dBm,-75 dBm,-70 dBm,-91 dBm,-67 dBm,-78 dBm,-60 dBm,-83 dBm
C6,-74 dBm,-78 dBm,-74 dBm,-89 dBm,-68 dBm,-79 dBm,-60 dBm,-87 dBm
C6,-73 dBm,-77 dBm,-71 dBm,-93 dBm,-68 dBm,-81 dBm,-61 dBm,-85 dBm
C6,-72 dBm,-77 dBm,-73 dBm,-90 dBm,-68 dBm,-79 dBm,-60 dBm,-84 dBm
C6,-73 dBm,-76 dBm,-72 dBm,-91 dBm,-69 dBm,-81 dBm,-63 dBm,-84 dBm
C6,-74 dBm,-77 dBm,-74 dBm,-91 dBm,-67 dBm,-80 dBm,-59 dBm,-86 dBm
C6,-73 dBm,-79 dBm,-74 dBm,-89 dBm,-67 dBm,-80 dBm,-59 dBm,-85 dBm
C6,-71 dBm,-77 dBm,-72 dBm,-89 dBm,-67 dBm,-78 dBm,-60 dBm,-83 dBm
C6,-71 dBm,-78 dBm,-71 dBm,-90 dBm,-67 dBm,-81 dBm,-59 dBm,-87 dBm
C6,-69 dBm,-77 dBm,-72 dBm,-90 dBm,-68 dBm,-81 dBm,-57 dBm,-83 dBm
C6,-76 dBm,-75 dBm,-67 dBm,-90 dBm,-66 dBm,-77 dBm,-58 dBm,-83 dBm
C6,-78 dBm,-75 dBm,-73 dBm,-90 dBm,-69 dBm,-77 dBm,-58 dBm,-83 dBm
C6,-76 dBm,-74 dBm,-71 dBm,-88 dBm,-64 dBm,-78 dBm,-57 dBm,-82 dBm
C6,-75 dBm,-72 dBm,-70 dBm,-87 dBm,-63 dBm,-78 dBm,-56 dBm,-84 dBm
C6,-72 dBm,-74 dBm,-64 dBm,-87 dBm,-68 dBm,-77 dBm,-58 dBm,-83 dBm
C6,-77 dBm,-76 dBm,-67 dBm,-88 dBm,-65 dBm,-77 dBm,-57 dBm,-84 dBm
C6,-72 dBm,-75 dBm,-67 dBm,-91 dBm,-66 dBm,-75 dBm,-57 dBm,-85 dBm
C6,-73 dBm,-75 dBm,-72 dBm,-88 dBm,-64 dBm,-79 dBm,-58 dBm,-83 dBm
C6,-73 dBm,-76 dBm,-69 dBm,-90 dBm,-64 dBm,-79 dBm,-57 dBm,-84 dBm
C6,-76 dBm,-75 dBm,-71 dBm,-91 dBm,-68 dBm,-81 dBm,-56 dBm,-84 dBm
C6,-74 dBm,-75 dBm,-69 dBm,-91 dBm,-66 dBm,-81 dBm,-56 dBm,-83 dBm
C6,-76 dBm,-76 dBm,-71 dBm,-89 dBm,-70 dBm,-87 dBm,-62 dBm,-85 dBm
C6,-72 dBm,-76 dBm,-71 dBm,-89 dBm,-66 dBm,-82 dBm,-61 dBm,-84 dBm
C6,-71 dBm,-75 dBm,-72 dBm,-92 dBm,-65 dBm,-81 dBm,-59 dBm,-82 dBm
C6,-74 dBm,-76 dBm,-70 dBm,-91 dBm,-65 dBm,-80 dBm,-57 dBm,-86 dBm
C6,-73 dBm,-75 dBm,-72 dBm,-89 dBm,-67 dBm,-85 dBm,-58 dBm,-86 dBm
C6,-74 dBm,-77 dBm,-70 dBm,-90 dBm,-67 dBm,-77 dBm,-58 dBm,-89 dBm
C7,-66 dBm,-77 dBm,-50 dBm,-87 dBm,-69 dBm,-82 dBm,-64 dBm,-81 dBm
C7,-67 dBm,-78 dBm,-52 dBm,-87 dBm,-70 dBm,-82 dBm,-63 dBm,-84 dBm
C7,-64 dBm,-76 dBm,-50 dBm,-89 dBm,-69 dBm,-83 dBm,-61 dBm,-76 dBm
C7,-66 dBm,-80 dBm,-51 dBm,-88 dBm,-69 dBm,-85 dBm,-63 dBm,-82 dBm
C7,-67 dBm,-81 dBm,-50 dBm,-91 dBm,-70 dBm,-85 dBm,-64 dBm,-81 dBm
C7,-67 dBm,-82 dBm,-50 dBm,-91 dBm,-70 dBm,-83 dBm,-64 dBm,-79 dBm
C7,-67 dBm,-82 dBm,-50 dBm,-92 dBm,-68 dBm,-84 dBm,-62 dBm,-81 dBm
C7,-68 dBm,-84 dBm,-50 dBm,-90 dBm,-68 dBm,-88 dBm,-62 dBm,-88 dBm
C7,-68 dBm,-79 dBm,-51 dBm,-91 dBm,-68 dBm,-84 dBm,-63 dBm,-80 dBm
C7,-69 dBm,-83 dBm,-50 dBm,-91 dBm,-69 dBm,-88 dBm,-63 dBm,-79 dBm
C7,-68 dBm,-84 dBm,-51 dBm,-89 dBm,-70 dBm,-88 dBm,-63 dBm,-79 dBm
C7,-68 dBm,-82 dBm,-52 dBm,-89 dBm,-69 dBm,-85 dBm,-63 dBm,-85 dBm
C7,-68 dBm,-84 dBm,-52 dBm,-88 dBm,-67 dBm,-85 dBm,-63 dBm,-81 dBm
C7,-67 dBm,-84 dBm,-51 dBm,-89 dBm,-70 dBm,-83 dBm,-64 dBm,-79 dBm
C7,-68 dBm,-80 dBm,-50 dBm,-90 dBm,-70 dBm,-85 dBm,-64 dBm,-82 dBm
