timestamp,CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8,grid
3256617,-60,-73,-76,-84,-58,-75,-65,-80,D06
3265944,-60,-73,-76,-83,-57,-79,-66,-81,D06
3271273,-61,-74,-80,-83,-59,-80,-66,-82,D06
3271273,-61,-74,-80,-83,-59,-80,-66,-82,D06
3276602,-61,-71,-73,-81,-60,-80,-65,-80,D06
3285930,-61,-72,-75,-81,-61,-80,-65,-82,D06
3291258,-62,-73,-69,-82,-61,-81,-64,-80,D06
3296587,-62,-72,-68,-83,-59,-79,-66,-79,D06
3296587,-62,-72,-68,-83,-59,-79,-66,-79,D06
3301915,-63,-70,-72,-82,-60,-80,-65,-82,D06
3311243,-61,-71,-65,-82,-59,-78,-66,-83,D06
3316572,-61,-74,-75,-82,-60,-81,-66,-83,D06
3316572,-61,-74,-75,-82,-60,-81,-66,-83,D06
3321901,-63,-78,-74,-84,-60,-80,-68,-81,D06
3331230,-65,-73,-64,-82,-59,-81,-70,-81,D06
3336559,-64,-75,-76,-84,-60,-78,-68,-81,D06
3341888,-65,-74,-73,-83,-60,-80,-67,-80,D06
3341888,-65,-74,-73,-83,-60,-80,-67,-80,D06
3347217,-61,-74,-69,-83,-63,-81,-68,-81,D06
3356545,-63,-72,-71,-82,-59,-79,-65,-82,D06
3361875,-63,-75,-69,-83,-59,-79,-67,-81,D06
3361875,-63,-75,-69,-83,-59,-79,-67,-81,D06
3367203,-63,-77,-69,-82,-58,-80,-66,-80,D06
3376533,-62,-81,-71,-81,-59,-80,-65,-81,D06
3381862,-63,-74,-72,-82,-60,-76,-66,-81,D06
3381862,-63,-74,-72,-82,-60,-76,-66,-81,D06
3387190,-63,-69,-71,-81,-61,-79,-64,-80,D06
3387190,-63,-69,-71,-81,-61,-79,-64,-80,D06
3397521,-61,-72,-71,-83,-60,-80,-65,-80,D06
3406849,-63,-72,-77,-80,-61,-81,-65,-80,D06
3412177,-62,-74,-71,-82,-61,-81,-63,-79,D06
3412177,-62,-74,-71,-82,-61,-81,-63,-79,D06
3417508,-64,-74,-71,-81,-63,-81,-66,-81,D06
3426837,-61,-74,-70,-84,-60,-74,-66,-79,D06
3432166,-63,-76,-69,-83,-59,-80,-65,-80,D06
3437495,-63,-76,-71,-82,-59,-80,-66,-80,D06
3442823,-63,-78,-67,-83,-59,-80,-63,-79,D06
3442823,-63,-78,-67,-83,-59,-80,-63,-79,D06
3448151,-62,-78,-66,-78,-59,-81,-65,-80,D06
3457479,-62,-82,-69,-83,-59,-81,-66,-79,D06
3462806,-62,-80,-71,-83,-59,-81,-65,-80,D06
3462806,-62,-80,-71,-83,-59,-81,-65,-80,D06
3468137,-64,-79,-65,-83,-57,-81,-64,-80,D06
3468137,-64,-79,-65,-83,-57,-81,-64,-80,D06
3478465,-61,-81,-71,-83,-60,-82,-66,-81,D06
3487794,-60,-79,-70,-83,-58,-84,-64,-80,D06
3493123,-62,-76,-69,-82,-57,-83,-66,-80,D06
3493123,-62,-76,-69,-82,-57,-83,-66,-80,D06
3498451,-71,-78,-73,-81,-59,-80,-65,-81,D06
3507780,-61,-71,-70,-86,-58,-80,-65,-81,D06
3513108,-63,-74,-76,-82,-58,-81,-66,-82,D06
3513108,-63,-74,-76,-82,-58,-81,-66,-82,D06
3518436,-63,-73,-72,-80,-59,-79,-66,-83,D06
3527766,-59,-74,-75,-82,-57,-79,-64,-82,D06
3533094,-61,-73,-76,-82,-58,-80,-64,-81,D06
3538422,-62,-73,-79,-83,-58,-80,-64,-83,D06
3538422,-62,-73,-79,-83,-58,-80,-64,-83,D06
3543752,-62,-70,-78,-82,-59,-78,-65,-82,D06
3612407,-83,-80,-64,-86,-70,-75,-69,-81,D07
3612407,-83,-80,-64,-86,-70,-75,-69,-81,D07
3617735,-79,-79,-69,-86,-70,-78,-70,-82,D07
3627062,-82,-68,-66,-84,-70,-79,-69,-83,D07
3632391,-81,-77,-68,-84,-70,-78,-69,-80,D07
3632391,-81,-77,-68,-84,-70,-78,-69,-80,D07
3637719,-72,-84,-67,-85,-72,-77,-67,-78,D07
3647046,-78,-87,-65,-85,-68,-79,-71,-82,D07
3652373,-83,-72,-67,-88,-71,-78,-71,-82,D07
3652373,-83,-72,-67,-88,-71,-78,-71,-82,D07
3657701,-83,-73,-69,-85,-68,-78,-70,-81,D07
3667028,-81,-71,-66,-85,-70,-77,-72,-77,D07
3672356,-79,-69,-69,-80,-70,-79,-70,-80,D07
3677687,-76,-72,-71,-83,-68,-78,-70,-81,D07
3677687,-76,-72,-71,-83,-68,-78,-70,-81,D07
3683016,-80,-72,-66,-84,-69,-77,-69,-80,D07
3692347,-78,-73,-67,-84,-70,-79,-69,-80,D07
3697678,-85,-70,-66,-84,-71,-76,-70,-81,D07
3697678,-85,-70,-66,-84,-71,-76,-70,-81,D07
3703007,-78,-73,-67,-83,-71,-79,-69,-79,D07
3712334,-77,-75,-66,-85,-72,-79,-68,-80,D07
3717664,-77,-72,-66,-85,-67,-78,-70,-82,D07
3722993,-73,-72,-66,-83,-70,-78,-70,-83,D07
3728323,-72,-79,-66,-83,-69,-79,-71,-81,D07
3728323,-72,-79,-66,-83,-69,-79,-71,-81,D07
3733652,-73,-76,-66,-84,-70,-77,-69,-81,D07
3742980,-75,-73,-66,-84,-71,-78,-69,-81,D07
3748308,-79,-72,-64,-86,-67,-78,-69,-82,D07
3753639,-72,-73,-67,-85,-70,-80,-70,-80,D07
3753639,-72,-73,-67,-85,-70,-80,-70,-80,D07
3758970,-72,-68,-66,-84,-70,-78,-69,-81,D07
3768297,-77,-71,-66,-87,-68,-77,-68,-83,D07
3773625,-76,-70,-67,-90,-69,-80,-70,-85,D07
3778953,-71,-71,-66,-90,-68,-78,-71,-82,D07
3778953,-71,-71,-66,-90,-68,-78,-71,-82,D07
3784282,-71,-72,-70,-89,-68,-79,-69,-81,D07
3793612,-69,-71,-65,-87,-64,-81,-69,-79,D07
3798942,-80,-70,-69,-88,-72,-75,-69,-85,D07
3804271,-75,-71,-67,-88,-68,-77,-69,-78,D07
3804271,-75,-71,-67,-88,-68,-77,-69,-78,D07
3809603,-76,-70,-69,-89,-69,-78,-68,-82,D07
3818934,-81,-71,-67,-88,-70,-77,-70,-82,D07
3824263,-77,-68,-68,-88,-70,-77,-70,-82,D07
3824263,-77,-68,-68,-88,-70,-77,-70,-82,D07
3829592,-84,-70,-64,-86,-71,-78,-70,-83,D07
3838919,-77,-71,-68,-85,-73,-78,-70,-82,D07
3844248,-73,-71,-69,-86,-65,-77,-71,-80,D07
3849578,-75,-69,-67,-84,-68,-77,-67,-80,D07
3849578,-75,-69,-67,-84,-68,-77,-67,-80,D07
3854908,-79,-76,-67,-85,-68,-77,-69,-80,D07
3864236,-81,-69,-67,-86,-69,-75,-69,-80,D07
3869566,-79,-70,-70,-87,-69,-76,-70,-79,D07
3869566,-79,-70,-70,-87,-69,-76,-70,-79,D07
3874895,-77,-79,-66,-86,-69,-76,-69,-81,D07
3884228,-83,-69,-64,-88,-69,-77,-70,-86,D07
3889557,-82,-70,-68,-84,-76,-77,-68,-81,D07
3889557,-82,-70,-68,-84,-76,-77,-68,-81,D07
3894885,-81,-70,-69,-85,-70,-79,-70,-81,D07
3904219,-73,-70,-68,-90,-70,-78,-68,-81,D07
3995877,-56,-82,-72,-82,-65,-94,-77,-81,D08
3995877,-56,-82,-72,-82,-65,-94,-77,-81,D08
4001207,-56,-80,-70,-81,-67,-95,-78,-80,D08
4010537,-56,-82,-72,-81,-68,-95,-76,-81,D08
4015865,-56,-76,-72,-81,-67,-94,-81,-80,D08
4021196,-54,-78,-72,-82,-67,-95,-77,-80,D08
4026524,-53,-83,-72,-82,-69,-95,-80,-80,D08
4026524,-53,-83,-72,-82,-69,-95,-80,-80,D08
4031852,-56,-79,-74,-82,-67,-93,-78,-78,D08
4041181,-57,-80,-72,-81,-67,-95,-78,-78,D08
4046510,-57,-80,-72,-81,-67,-96,-77,-79,D08
4051842,-56,-81,-71,-81,-72,-96,-78,-80,D08
4051842,-56,-81,-71,-81,-72,-96,-78,-80,D08
4057173,-55,-81,-72,-80,-66,-95,-78,-77,D08
4066504,-57,-80,-72,-85,-66,-95,-79,-81,D08
4071835,-57,-81,-72,-83,-68,-95,-77,-80,D08
4077163,-56,-80,-73,-82,-68,-95,-77,-80,D08
4077163,-56,-80,-73,-82,-68,-95,-77,-80,D08
4082495,-57,-80,-73,-82,-67,-97,-77,-81,D08
4091825,-57,-80,-74,-82,-68,-95,-77,-80,D08
4097155,-56,-82,-71,-81,-68,-95,-77,-80,D08
4097155,-56,-82,-71,-81,-68,-95,-77,-80,D08
4102483,-56,-80,-72,-81,-67,-97,-77,-80,D08
4111812,-57,-79,-71,-82,-67,-94,-79,-81,D08
4117141,-56,-83,-80,-81,-67,-94,-79,-80,D08
4122473,-57,-82,-73,-81,-67,-96,-77,-82,D08
4122473,-57,-82,-73,-81,-67,-96,-77,-82,D08
4127805,-56,-80,-70,-81,-68,-96,-78,-78,D08
4127805,-56,-80,-70,-81,-68,-96,-78,-78,D08
4138134,-56,-82,-73,-82,-68,-93,-77,-81,D08
4147462,-56,-82,-73,-81,-66,-95,-76,-80,D08
4152791,-57,-82,-73,-82,-67,-95,-76,-80,D08
4152791,-57,-82,-73,-82,-67,-95,-76,-80,D08
4158120,-58,-82,-72,-81,-68,-96,-76,-81,D08
4168449,-56,-80,-72,-82,-66,-92,-77,-80,D08
4173777,-57,-80,-72,-81,-67,-95,-77,-81,D08
4173777,-57,-80,-72,-81,-67,-95,-77,-81,D08
4179108,-55,-81,-73,-80,-73,-93,-77,-79,D08
4188437,-57,-81,-69,-82,-70,-92,-83,-80,D08
4193769,-56,-81,-72,-81,-68,-93,-77,-81,D08
4199097,-56,-79,-73,-82,-65,-98,-77,-80,D08
4199097,-56,-79,-73,-82,-65,-98,-77,-80,D08
4204425,-56,-81,-73,-81,-67,-91,-78,-80,D08
4213753,-56,-78,-73,-81,-68,-94,-79,-79,D08
4219083,-56,-77,-71,-82,-68,-94,-78,-80,D08
4219083,-56,-77,-71,-82,-68,-94,-78,-80,D08
4224412,-57,-81,-72,-81,-68,-94,-75,-80,D08
4233741,-57,-81,-69,-80,-67,-93,-78,-82,D08
4239070,-57,-80,-71,-82,-69,-94,-78,-80,D08
4239070,-57,-80,-71,-82,-69,-94,-78,-80,D08
4244399,-56,-79,-71,-81,-69,-98,-78,-80,D08
4244399,-56,-79,-71,-81,-69,-98,-78,-80,D08
4254728,-57,-84,-72,-82,-70,-94,-77,-77,D08
4264056,-57,-81,-70,-83,-69,-94,-77,-80,D08
4269387,-57,-81,-72,-82,-67,-95,-79,-82,D08
4274715,-57,-82,-71,-79,-69,-98,-76,-80,D08
4274715,-57,-82,-71,-79,-69,-98,-76,-80,D08
4280043,-57,-80,-71,-81,-67,-94,-76,-79,D08
4289374,-56,-81,-71,-73,-68,-94,-78,-78,D08
2484168,-79,-78,-70,-83,-59,-71,-70,-86,E00
2493495,-78,-78,-70,-82,-59,-69,-72,-85,E00
2498823,-81,-78,-70,-81,-59,-70,-71,-85,E00
2498823,-81,-78,-70,-81,-59,-70,-71,-85,E00
2504151,-80,-79,-71,-80,-58,-70,-72,-85,E00
2513478,-80,-77,-67,-85,-58,-70,-70,-87,E00
2518805,-77,-78,-69,-82,-59,-70,-71,-88,E00
2524134,-77,-79,-69,-83,-60,-69,-72,-86,E00
2524134,-77,-79,-69,-83,-60,-69,-72,-86,E00
2529464,-76,-80,-68,-82,-60,-67,-71,-87,E00
2538792,-79,-77,-70,-82,-59,-67,-71,-86,E00
2544124,-75,-79,-70,-82,-60,-68,-71,-84,E00
2549454,-77,-77,-69,-83,-59,-69,-74,-85,E00
2549454,-77,-77,-69,-83,-59,-69,-74,-85,E00
2554783,-78,-77,-67,-81,-58,-69,-73,-87,E00
2564114,-76,-78,-70,-84,-60,-66,-72,-87,E00
2569443,-76,-78,-71,-84,-60,-69,-72,-86,E00
2574770,-75,-78,-70,-82,-59,-70,-72,-86,E00
2574770,-75,-78,-70,-82,-59,-70,-72,-86,E00
2580101,-76,-78,-69,-82,-59,-70,-70,-88,E00
2589429,-77,-78,-70,-81,-58,-69,-72,-88,E00
2594757,-81,-79,-70,-82,-59,-68,-72,-88,E00
2594757,-81,-79,-70,-82,-59,-68,-72,-88,E00
2600086,-80,-77,-69,-79,-57,-69,-71,-86,E00
2600086,-80,-77,-69,-79,-57,-69,-71,-86,E00
2610416,-82,-77,-71,-80,-59,-71,-71,-86,E00
2619744,-79,-79,-72,-82,-58,-69,-71,-83,E00
2625071,-81,-80,-71,-81,-58,-71,-69,-84,E00
2625071,-81,-80,-71,-81,-58,-71,-69,-84,E00
2630403,-78,-77,-70,-79,-58,-70,-71,-83,E00
2639731,-77,-77,-70,-80,-58,-67,-70,-86,E00
2645062,-78,-78,-70,-78,-59,-71,-72,-85,E00
2645062,-78,-78,-70,-78,-59,-71,-72,-85,E00
2650392,-77,-78,-71,-85,-62,-69,-71,-84,E00
2659722,-74,-77,-70,-83,-59,-70,-71,-84,E00
2665052,-78,-78,-71,-82,-59,-69,-67,-82,E00
2670379,-76,-78,-70,-82,-58,-69,-70,-84,E00
2675707,-76,-77,-69,-83,-57,-69,-69,-83,E00
2675707,-76,-77,-69,-83,-57,-69,-69,-83,E00
2681039,-76,-78,-74,-82,-58,-70,-70,-85,E00
2690367,-75,-79,-71,-82,-59,-69,-68,-81,E00
2695697,-81,-79,-69,-83,-59,-68,-71,-83,E00
2695697,-81,-79,-69,-83,-59,-68,-71,-83,E00
2701027,-77,-77,-70,-80,-61,-69,-71,-82,E00
2710356,-77,-78,-70,-82,-59,-69,-70,-83,E00
2715684,-78,-77,-70,-82,-59,-69,-71,-85,E00
2715684,-78,-77,-70,-82,-59,-69,-71,-85,E00
2721012,-77,-78,-71,-82,-59,-70,-71,-82,E00
2730339,-77,-78,-70,-80,-59,-69,-71,-84,E00
2735668,-76,-78,-70,-81,-59,-67,-71,-85,E00
2740996,-79,-76,-72,-85,-59,-70,-71,-83,E00
2740996,-79,-76,-72,-85,-59,-70,-71,-83,E00
2746325,-77,-77,-71,-81,-60,-69,-71,-84,E00
2755654,-78,-77,-70,-81,-60,-67,-72,-84,E00
2760982,-79,-78,-70,-82,-60,-70,-71,-84,E00
2760982,-79,-78,-70,-82,-60,-70,-71,-84,E00
2766312,-77,-78,-70,-82,-60,-69,-71,-85,E00
2775641,-79,-85,-69,-84,-60,-69,-72,-86,E00
2005385,-80,-80,-68,-82,-56,-62,-75,-75,E01
2005385,-80,-80,-68,-82,-56,-62,-75,-75,E01
2010714,-78,-80,-68,-81,-56,-63,-76,-76,E01
2010714,-78,-80,-68,-81,-56,-63,-76,-76,E01
2021043,-80,-80,-67,-82,-57,-62,-76,-76,E01
2030373,-78,-81,-68,-81,-58,-62,-76,-75,E01
2035701,-79,-80,-68,-79,-57,-62,-77,-72,E01
2035701,-79,-80,-68,-79,-57,-62,-77,-72,E01
2041029,-79,-81,-68,-81,-57,-63,-76,-76,E01
2050356,-79,-80,-68,-81,-56,-64,-77,-76,E01
2055683,-76,-80,-68,-80,-58,-63,-78,-76,E01
2055683,-76,-80,-68,-80,-58,-63,-78,-76,E01
2061012,-78,-81,-67,-81,-59,-62,-77,-76,E01
2070339,-80,-81,-68,-84,-57,-63,-77,-77,E01
2075667,-82,-79,-68,-82,-56,-62,-74,-73,E01
2080996,-82,-81,-68,-83,-57,-63,-77,-76,E01
2080996,-82,-81,-68,-83,-57,-63,-77,-76,E01
2086324,-81,-79,-67,-82,-57,-63,-75,-76,E01
2095653,-81,-80,-67,-82,-57,-67,-77,-76,E01
2100981,-80,-81,-68,-80,-57,-63,-76,-76,E01
2106309,-81,-79,-68,-81,-57,-63,-74,-76,E01
2106309,-81,-79,-68,-81,-57,-63,-74,-76,E01
2111639,-81,-80,-67,-80,-57,-61,-78,-76,E01
2120970,-84,-80,-73,-82,-67,-62,-76,-78,E01
2126300,-84,-78,-68,-81,-56,-64,-77,-75,E01
2126300,-84,-78,-68,-81,-56,-64,-77,-75,E01
2131628,-81,-80,-68,-84,-57,-62,-76,-73,E01
2140959,-80,-81,-68,-83,-57,-65,-76,-76,E01
2146288,-79,-78,-68,-82,-56,-62,-75,-75,E01
2151614,-81,-80,-67,-82,-57,-63,-77,-75,E01
2151614,-81,-80,-67,-82,-57,-63,-77,-75,E01
2156944,-80,-80,-68,-82,-56,-62,-77,-76,E01
2166271,-79,-81,-68,-83,-56,-62,-76,-76,E01
2171600,-78,-81,-68,-80,-57,-62,-75,-76,E01
2176930,-80,-80,-68,-80,-57,-63,-77,-75,E01
2182258,-80,-80,-68,-83,-55,-63,-76,-77,E01
2187586,-80,-80,-68,-81,-57,-62,-77,-76,E01
2187586,-80,-80,-68,-81,-57,-62,-77,-76,E01
2192915,-80,-79,-68,-80,-57,-63,-76,-76,E01
2202243,-81,-77,-68,-80,-58,-63,-77,-74,E01
2207572,-81,-80,-68,-81,-58,-63,-76,-80,E01
2212900,-80,-80,-68,-81,-56,-63,-76,-76,E01
2212900,-80,-80,-68,-81,-56,-63,-76,-76,E01
2218232,-78,-79,-68,-80,-66,-63,-76,-76,E01
2227561,-77,-80,-68,-80,-57,-62,-78,-76,E01
2232894,-77,-80,-68,-81,-58,-63,-74,-75,E01
2238222,-77,-79,-69,-80,-56,-62,-77,-78,E01
2243549,-78,-80,-68,-80,-57,-63,-77,-80,E01
2248880,-79,-80,-68,-82,-56,-62,-75,-80,E01
2337212,-77,-76,-69,-81,-59,-64,-74,-77,E01
2342540,-77,-78,-68,-81,-59,-63,-73,-81,E01
2347870,-79,-78,-67,-79,-57,-63,-74,-76,E01
2347870,-79,-78,-67,-79,-57,-63,-74,-76,E01
2353199,-81,-80,-67,-80,-57,-63,-76,-77,E01
2362527,-82,-78,-66,-80,-57,-62,-75,-77,E01
2367854,-80,-76,-66,-81,-57,-63,-76,-77,E01
2367854,-80,-76,-66,-81,-57,-63,-76,-77,E01
2373182,-78,-79,-67,-79,-56,-63,-75,-75,E01
2382510,-79,-79,-67,-80,-57,-62,-74,-77,E01
1588926,-78,-71,-75,-81,-53,-71,-67,-87,E02
1598254,-78,-73,-74,-81,-53,-71,-65,-86,E02
1603581,-78,-73,-73,-83,-53,-71,-68,-86,E02
1608908,-78,-73,-73,-79,-54,-72,-68,-87,E02
1608908,-78,-73,-73,-79,-54,-72,-68,-87,E02
1614236,-77,-72,-75,-79,-53,-70,-68,-85,E02
1623564,-77,-72,-73,-78,-52,-71,-68,-87,E02
1628891,-77,-72,-74,-76,-52,-71,-67,-87,E02
1628891,-77,-72,-74,-76,-52,-71,-67,-87,E02
1634221,-79,-73,-74,-78,-53,-70,-68,-87,E02
1643550,-79,-71,-74,-78,-53,-71,-67,-88,E02
1648879,-76,-72,-76,-77,-53,-71,-67,-88,E02
1648879,-76,-72,-76,-77,-53,-71,-67,-88,E02
1654207,-77,-72,-74,-78,-53,-69,-67,-88,E02
1663539,-79,-72,-74,-77,-53,-71,-67,-87,E02
1668870,-78,-72,-73,-77,-53,-71,-66,-86,E02
1674199,-79,-72,-74,-77,-53,-69,-67,-87,E02
1679527,-79,-72,-73,-77,-64,-71,-68,-84,E02
1684855,-78,-72,-74,-77,-53,-71,-67,-86,E02
1684855,-78,-72,-74,-77,-53,-71,-67,-86,E02
1690183,-78,-72,-73,-76,-53,-71,-67,-86,E02
1699513,-79,-71,-74,-77,-52,-69,-67,-87,E02
1704843,-79,-72,-74,-75,-53,-70,-67,-86,E02
1704843,-79,-72,-74,-75,-53,-70,-67,-86,E02
1710174,-78,-72,-73,-76,-54,-70,-66,-87,E02
1719504,-77,-72,-74,-78,-53,-70,-68,-88,E02
1724832,-76,-70,-74,-78,-53,-70,-68,-85,E02
1724832,-76,-70,-74,-78,-53,-70,-68,-85,E02
1730163,-76,-72,-74,-77,-53,-71,-68,-86,E02
1739491,-79,-71,-76,-77,-53,-71,-69,-85,E02
1744818,-78,-70,-74,-77,-53,-71,-67,-85,E02
1750149,-76,-72,-76,-77,-53,-72,-67,-86,E02
1750149,-76,-72,-76,-77,-53,-72,-67,-86,E02
1755478,-79,-72,-75,-78,-53,-71,-66,-86,E02
1764808,-77,-73,-74,-78,-53,-72,-67,-83,E02
1770138,-79,-72,-74,-76,-53,-71,-67,-87,E02
1770138,-79,-72,-74,-76,-53,-71,-67,-87,E02
1775468,-76,-72,-75,-78,-53,-71,-68,-87,E02
1784798,-76,-72,-75,-77,-53,-71,-67,-86,E02
1790126,-76,-72,-75,-77,-53,-74,-67,-87,E02
1790126,-76,-72,-75,-77,-53,-74,-67,-87,E02
1795454,-76,-73,-76,-77,-53,-71,-67,-85,E02
1804782,-75,-72,-75,-77,-53,-71,-68,-86,E02
1810111,-76,-72,-74,-80,-53,-71,-66,-86,E02
1815442,-77,-71,-75,-78,-53,-70,-67,-87,E02
1820771,-76,-71,-75,-79,-53,-72,-68,-84,E02
1820771,-76,-71,-75,-79,-53,-72,-68,-84,E02
1826099,-77,-72,-75,-79,-52,-71,-66,-84,E02
1835427,-76,-73,-73,-78,-53,-71,-68,-86,E02
1840756,-76,-72,-76,-80,-52,-71,-67,-85,E02
1846084,-76,-71,-73,-79,-72,-71,-67,-85,E02
1851413,-77,-72,-75,-79,-53,-72,-65,-86,E02
1851413,-77,-72,-75,-79,-53,-72,-65,-86,E02
1856742,-76,-72,-75,-79,-67,-72,-67,-86,E02
1866072,-76,-72,-75,-78,-53,-72,-67,-80,E02
1871400,-76,-70,-75,-79,-53,-72,-67,-85,E02
1871400,-76,-70,-75,-79,-53,-72,-67,-85,E02
1876731,-76,-70,-73,-78,-53,-71,-67,-86,E02
1211469,-66,-69,-75,-80,-48,-76,-66,-80,E03
1220797,-67,-69,-75,-80,-47,-75,-67,-80,E03
1226125,-67,-69,-74,-80,-48,-74,-66,-78,E03
1231452,-67,-70,-72,-81,-49,-81,-67,-80,E03
1231452,-67,-70,-72,-81,-49,-81,-67,-80,E03
1236780,-67,-69,-75,-79,-48,-78,-66,-80,E03
1246108,-65,-69,-75,-79,-48,-72,-66,-80,E03
1251435,-67,-64,-75,-78,-47,-73,-66,-79,E03
1256764,-66,-70,-75,-77,-46,-74,-67,-80,E03
1256764,-66,-70,-75,-77,-46,-74,-67,-80,E03
1262093,-66,-71,-76,-77,-48,-80,-67,-79,E03
1271421,-66,-70,-76,-79,-48,-78,-68,-79,E03
1276749,-64,-70,-75,-79,-48,-73,-67,-78,E03
1276749,-64,-70,-75,-79,-48,-73,-67,-78,E03
1282080,-66,-70,-77,-80,-48,-74,-66,-79,E03
1291409,-66,-70,-75,-79,-48,-73,-65,-76,E03
1296738,-66,-70,-76,-81,-49,-73,-67,-80,E03
1302067,-66,-69,-77,-79,-49,-75,-67,-79,E03
1302067,-66,-69,-77,-79,-49,-75,-67,-79,E03
1307396,-65,-70,-75,-76,-48,-75,-66,-80,E03
1316726,-66,-72,-76,-78,-49,-74,-66,-78,E03
1322056,-67,-69,-76,-78,-49,-79,-67,-79,E03
1327388,-66,-70,-75,-80,-48,-79,-65,-79,E03
1332716,-68,-69,-74,-79,-48,-73,-65,-78,E03
1332716,-68,-69,-74,-79,-48,-73,-65,-78,E03
1338045,-67,-70,-75,-79,-49,-74,-67,-78,E03
1347372,-66,-69,-77,-79,-48,-74,-67,-79,E03
1352700,-67,-70,-76,-79,-47,-73,-66,-80,E03
1352700,-67,-70,-76,-79,-47,-73,-66,-80,E03
1358030,-67,-71,-76,-79,-48,-74,-67,-79,E03
1358030,-67,-71,-76,-79,-48,-74,-67,-79,E03
1368358,-67,-70,-77,-80,-48,-74,-65,-79,E03
1377689,-67,-69,-77,-79,-48,-74,-68,-78,E03
1383016,-66,-68,-77,-79,-48,-74,-67,-79,E03
1383016,-66,-68,-77,-79,-48,-74,-67,-79,E03
1388347,-67,-70,-78,-79,-48,-74,-66,-77,E03
1397673,-63,-70,-79,-80,-48,-78,-67,-79,E03
1403002,-67,-70,-79,-78,-49,-74,-65,-80,E03
1403002,-67,-70,-79,-78,-49,-74,-65,-80,E03
1408332,-64,-70,-78,-79,-48,-75,-67,-79,E03
1417660,-67,-69,-78,-77,-49,-74,-67,-78,E03
1422991,-66,-70,-77,-78,-49,-75,-67,-79,E03
1428320,-67,-70,-78,-80,-48,-73,-66,-80,E03
1433647,-66,-71,-79,-80,-48,-78,-67,-80,E03
1438977,-66,-69,-78,-81,-48,-79,-66,-79,E03
1438977,-66,-69,-78,-81,-48,-79,-66,-79,E03
1444305,-66,-70,-79,-81,-49,-74,-67,-79,E03
1453633,-64,-70,-77,-80,-49,-79,-66,-80,E03
1458963,-66,-71,-81,-81,-49,-75,-66,-85,E03
1458963,-66,-71,-81,-81,-49,-75,-66,-85,E03
1464292,-66,-69,-79,-83,-48,-79,-65,-78,E03
1473621,-66,-70,-80,-79,-49,-74,-64,-78,E03
1478951,-66,-69,-78,-80,-48,-78,-65,-79,E03
1484280,-65,-69,-80,-80,-48,-76,-67,-79,E03
1484280,-65,-69,-80,-80,-48,-76,-67,-79,E03
1489611,-65,-69,-78,-81,-49,-75,-67,-79,E03
1498940,-66,-68,-80,-79,-48,-76,-66,-80,E03
1504268,-66,-69,-79,-80,-49,-73,-67,-79,E03
814352,-78,-75,-61,-72,-56,-78,-62,-75,E04
819681,-78,-75,-62,-73,-56,-78,-63,-70,E04
819681,-78,-75,-62,-73,-56,-78,-63,-70,E04
825010,-77,-75,-62,-72,-73,-76,-63,-70,E04
834337,-77,-75,-62,-73,-58,-79,-62,-69,E04
839665,-79,-75,-61,-70,-58,-76,-60,-67,E04
844993,-76,-74,-61,-72,-57,-75,-63,-70,E04
844993,-76,-74,-61,-72,-57,-75,-63,-70,E04
850320,-77,-76,-62,-72,-58,-78,-66,-70,E04
859647,-76,-75,-61,-72,-57,-76,-63,-69,E04
864974,-77,-74,-63,-73,-58,-77,-62,-71,E04
864974,-77,-74,-63,-73,-58,-77,-62,-71,E04
870301,-77,-75,-61,-73,-57,-78,-63,-69,E04
879629,-77,-75,-62,-76,-58,-78,-62,-69,E04
884959,-78,-75,-61,-73,-57,-78,-62,-79,E04
884959,-78,-75,-61,-73,-57,-78,-62,-79,E04
890287,-78,-76,-61,-73,-58,-79,-63,-70,E04
899615,-77,-75,-61,-71,-58,-78,-62,-69,E04
904943,-77,-73,-61,-73,-58,-76,-63,-70,E04
910272,-76,-75,-73,-73,-58,-77,-62,-67,E04
910272,-76,-75,-73,-73,-58,-77,-62,-67,E04
915601,-77,-75,-61,-73,-58,-77,-62,-70,E04
924933,-77,-75,-61,-72,-59,-78,-63,-69,E04
930264,-77,-75,-62,-73,-58,-78,-62,-67,E04
935593,-76,-76,-61,-73,-57,-79,-61,-69,E04
940921,-78,-75,-59,-73,-57,-78,-62,-70,E04
940921,-78,-75,-59,-73,-57,-78,-62,-70,E04
946250,-77,-75,-62,-73,-58,-77,-62,-70,E04
955578,-75,-76,-61,-74,-57,-77,-61,-69,E04
960905,-76,-73,-61,-73,-59,-78,-62,-69,E04
960905,-76,-73,-61,-73,-59,-78,-62,-69,E04
966233,-76,-75,-61,-74,-58,-78,-62,-77,E04
975561,-77,-75,-61,-73,-56,-76,-62,-69,E04
980888,-77,-75,-61,-72,-58,-78,-62,-69,E04
986216,-78,-75,-62,-73,-58,-78,-63,-69,E04
986216,-78,-75,-62,-73,-58,-78,-63,-69,E04
991546,-78,-75,-61,-72,-57,-78,-63,-73,E04
1000874,-76,-75,-59,-72,-55,-79,-62,-67,E04
1006203,-77,-75,-62,-73,-58,-79,-63,-69,E04
1006203,-77,-75,-62,-73,-58,-79,-63,-69,E04
1011532,-79,-75,-61,-73,-57,-79,-62,-73,E04
